Internships,Projects,Leadership_Positions,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,SVD1,SVD2,SVD3,Final_Cluster
0,2,0,4,2,2,1,0,1,1.4809136788228445,0.7505479674993162,0.8082287427099867,0
2,0,0,4,0,3,0,3,0,1.4885761435861475,0.7465233208842185,-0.5637534145370316,4
0,0,0,1,1,2,2,3,4,1.4809479972772228,0.7498981633030605,0.7439158508827242,0
1,3,0,1,3,1,2,1,2,1.4761818798902668,0.7349128032019165,-0.21889677836157168,2
2,4,0,4,3,4,4,3,2,1.485435427812221,0.7668521344777675,-0.6642860810730735,4
0,0,1,2,4,3,1,2,4,1.5057741632529942,-0.7452943601921668,0.7570310632881989,3
0,1,1,2,4,2,2,3,0,1.503602530765132,-0.6857414822490338,0.7907725678383305,3
1,0,0,3,3,4,4,2,4,1.4805311758009583,0.7015464781708486,-0.32333414762814205,2
2,0,1,0,1,0,2,3,3,1.5092434518168605,-0.6639810275015737,-0.6310562933546865,1
2,2,1,4,4,4,0,3,2,1.4991730204919398,-0.6496763090427311,-0.6068347496303422,1
2,1,1,4,1,3,0,0,4,1.5066683225163282,-0.6760637214113933,-0.6119459959161615,1
1,1,1,1,4,2,4,0,2,1.500548359575821,-0.6874462537991105,-0.18047835125490622,5
2,3,1,3,2,3,4,1,2,1.5055472206699023,-0.686209993677698,-0.6814426387060637,1
2,4,0,1,2,1,4,2,2,1.4794253684061374,0.7156781543447065,-0.6060613465469353,4
0,0,1,0,1,0,3,0,3,1.520064839868023,-0.6893733343775278,0.7912094860416421,3
2,1,1,2,1,0,1,3,2,1.502516195248154,-0.6776232494581831,-0.6765240399021952,1
2,3,1,3,2,3,4,2,3,1.5066716473534458,-0.7191123500178074,-0.6336242700519967,1
2,3,0,0,4,3,1,3,0,1.4939491887238268,0.7221671885123095,-0.5945242184633404,4
1,1,1,2,1,3,4,3,1,1.5118875702963932,-0.6983041387939636,-0.20076605020351979,5
2,2,0,2,3,3,3,3,1,1.4982345168148283,0.7283035002515822,-0.5729692656457777,4
0,4,0,0,3,1,0,1,2,1.490765955325339,0.729296582109189,0.7404525532337785,0
0,2,1,0,0,3,0,0,4,1.5076358274151223,-0.7087920724251711,0.7896282663932334,3
0,0,1,3,0,2,1,1,3,1.498972788867447,-0.6976157987501438,0.80203952921252,3
1,2,0,0,3,1,1,4,2,1.4787121215367227,0.7463270091771249,-0.2106721200748626,2
0,4,0,0,0,1,0,1,4,1.483580183351112,0.7035891817044849,0.8169481493317431,0
2,3,0,0,4,1,0,3,0,1.49119926098884,0.7360830185291346,-0.5952349035321635,4
1,4,1,0,2,3,4,3,2,1.511941801080543,-0.681427922204565,-0.22148639289669625,5
2,1,0,4,1,0,1,0,3,1.4853731665911394,0.7444724668021989,-0.5873208704861479,4
2,0,0,4,2,0,1,2,1,1.4767963862041171,0.7166392768114568,-0.6189089113959305,4
0,0,1,1,2,3,0,3,1,1.5076908736781591,-0.6894413863100501,0.7641689190564083,3
2,4,1,2,1,0,2,2,4,1.50337431848149,-0.7061308782407768,-0.6491270880980096,1
1,1,1,0,1,2,0,2,2,1.5021756795413306,-0.7101124387743015,-0.20421837188908967,5
0,4,0,0,2,3,1,4,0,1.49262627697957,0.7238392492742859,0.8022447279349396,0
1,4,1,2,0,1,1,4,2,1.4977537754409176,-0.6922698139295675,-0.12791248324156934,5
1,1,1,2,2,3,1,2,0,1.5024761005362224,-0.7369468957269845,-0.19228594546826583,5
0,4,0,0,4,1,4,0,2,1.4952330361858004,0.7265782676532366,0.7813242707073214,0
0,2,0,3,4,0,2,3,3,1.4848790378752175,0.7449305754596242,0.7576944656022587,0
2,4,0,3,4,1,2,3,0,1.4873269486270775,0.7596700109616367,-0.599334346247968,4
1,3,0,1,2,4,4,1,2,1.4789205405482644,0.7196409776737951,-0.22916767548157488,2
0,0,0,1,2,4,3,3,0,1.487958789072846,0.7339206916031962,0.7841909133573475,0
2,3,0,2,0,3,0,1,0,1.4936083211256976,0.7000040555008731,-0.5604510105219067,4
1,3,0,3,4,1,0,4,4,1.4806346005567705,0.7272134968192725,-0.20280825173844821,2
0,2,0,3,2,0,2,4,1,1.4780244433645966,0.7465508335857276,0.7419711290832867,0
0,4,1,2,1,2,3,3,3,1.5193381485945745,-0.6793327468664431,0.8513383135067738,3
0,3,1,2,3,2,2,2,2,1.500861486540313,-0.7117380489026969,0.7137502082632311,3
2,1,0,4,0,4,2,0,3,1.4786176476848119,0.7262204703999415,-0.5055750053313485,4
2,1,0,2,1,4,2,0,0,1.4918366963213117,0.7308885244719543,-0.6130443741827063,4
2,3,0,1,3,3,0,3,4,1.4870780807780242,0.7279595642878639,-0.6653748460633505,4
1,3,1,3,2,2,4,3,1,1.501504110860071,-0.6729983864282814,-0.24765712300075035,5
1,4,1,1,3,3,0,0,3,1.5165666299473068,-0.6894855723090902,-0.16783690658134784,5
0,0,1,1,4,3,0,2,4,1.5032115437466205,-0.7335373367689129,0.7675109529979424,3
1,2,0,0,0,3,2,4,4,1.4790249672332987,0.7162084541462042,-0.12406530522644937,2
2,2,1,1,1,1,3,1,4,1.497856780668433,-0.6730008868410396,-0.5618958194912913,1
2,4,1,0,1,4,2,0,2,1.51185834524688,-0.667405048010566,-0.6234503754757009,1
0,2,1,1,4,1,0,3,1,1.4994129865316244,-0.6762639403323606,0.8091692961412117,3
2,2,1,4,2,1,4,2,3,1.4937729974070773,-0.6827511876223389,-0.5673497465957638,1
0,3,1,3,1,1,2,0,4,1.5017832836920977,-0.6742222515155201,0.6988125205210779,3
1,4,1,4,4,2,3,1,3,1.5083091005952645,-0.678103556077208,-0.03687684081974693,5
2,1,1,0,3,0,4,2,0,1.5011000579778255,-0.7116811864273236,-0.6971016053553155,1
1,2,1,1,3,0,1,4,4,1.4885875611600314,-0.6728582660001027,-0.2561449985448091,5
0,0,1,0,0,2,0,2,1,1.5022202564725524,-0.7313950447709204,0.8165696418981655,3
0,0,1,0,0,3,2,1,1,1.5053479997019235,-0.7162004459078126,0.8292425314207016,3
2,4,1,3,2,1,4,2,0,1.5015659919327853,-0.6897187538128593,-0.650165247714759,1
1,1,1,0,2,3,1,0,3,1.5094429048488485,-0.7132322992101691,-0.15359485451227944,5
1,4,1,0,2,1,2,4,3,1.5024201548890679,-0.6775043734770401,-0.11234706366303202,5
0,3,0,2,0,0,1,1,3,1.4844919612367253,0.6884859587909402,0.8079353440700956,0
0,3,1,4,2,1,2,4,3,1.4937306220434567,-0.665483911038862,0.8348383417162787,3
0,4,1,3,0,0,2,0,0,1.5048727307478862,-0.6783796886425202,0.7485081930202753,3
0,3,0,3,4,1,3,1,2,1.4875493235234853,0.7193234276421809,0.7936061931287326,0
2,1,1,3,4,3,0,0,1,1.5125841700668123,-0.7004538941883712,-0.595991643621116,1
0,1,0,4,4,0,0,4,0,1.4812119239289832,0.7399414747435828,0.7962399123093243,0
1,3,1,0,3,3,2,1,1,1.5074462180424963,-0.704085010360834,-0.20302663739479557,5
2,3,0,2,3,4,1,4,0,1.4863159593801616,0.728524543667648,-0.6459118544588283,4
1,0,0,1,1,1,3,4,4,1.4825185516231614,0.7376940249080449,-0.13860706016527458,2
2,4,1,0,0,3,1,4,0,1.5066438803453541,-0.6929246159356631,-0.5291026823911675,1
0,0,1,4,1,2,3,0,0,1.5129331902155434,-0.6519901456312563,0.8112749481881342,3
0,2,0,3,4,3,4,2,3,1.4905455196943938,0.6935409870606046,0.7871959020431843,0
2,0,0,0,0,2,0,4,4,1.4821201334618614,0.7237292431069786,-0.5633174959563445,4
0,0,0,0,2,2,4,0,1,1.4937921644594592,0.7243290114113565,0.7604417700810848,0
1,0,0,4,0,4,2,0,3,1.4826308654481553,0.7319340082057135,-0.10806748179897749,2
0,2,0,2,3,4,1,0,1,1.4899185123259127,0.7183881407147129,0.735741904412267,0
0,3,1,0,3,2,0,1,3,1.5092900574859016,-0.6970174305478954,0.7622122942469185,3
0,2,1,0,1,1,0,4,3,1.5065446395286763,-0.6707087466210455,0.818703926357082,3
1,1,0,1,2,2,0,0,3,1.4857722533946942,0.7212933546496785,-0.1333756140214657,2
1,1,0,3,2,1,3,1,2,1.4808544508583474,0.7229315973313495,-0.1765336083708368,2
1,4,0,3,2,4,3,3,0,1.4921031486748941,0.7431096863299557,-0.1903513203553873,2
0,1,1,1,1,0,2,2,1,1.4936787451170974,-0.7164035523980189,0.7602348781279867,3
1,4,0,0,2,3,1,3,4,1.4891670089942892,0.7184283096650638,-0.20191245704176403,2
0,0,0,2,2,4,4,3,3,1.4927007164246686,0.7193296494931465,0.7464683472736039,0
1,2,1,3,3,4,2,2,0,1.4957443636784657,-0.688555334838238,-0.2743069432495396,5
1,0,0,2,0,1,4,1,3,1.4866133868209823,0.7033184148137015,-0.12440103202436348,2
0,4,0,2,1,1,2,3,3,1.4941123587053609,0.7400811625057798,0.8158219406390063,0
2,2,0,0,2,0,0,0,3,1.493444178361521,0.7344286438796158,-0.6035228669655301,4
0,3,0,3,4,3,0,3,3,1.4971030226947446,0.71726384427717,0.7773498857013431,0
0,1,0,3,4,0,3,2,1,1.4850189852177753,0.6787691684325095,0.7956546946387102,0
1,3,1,4,2,2,0,2,1,1.4962856030675051,-0.7007907532160842,-0.16561454012971671,5
2,0,1,0,3,0,1,0,1,1.5088973406525052,-0.6843807976017743,-0.6804817155819827,1
0,3,1,1,1,3,1,1,3,1.5066358954909138,-0.7032409650529728,0.801587567487471,3
2,1,0,0,0,2,0,3,4,1.4796840579599828,0.7158256965846843,-0.5778752831386974,4
1,2,0,1,2,0,0,2,3,1.4796506906690843,0.7045041466378174,-0.17624323515623588,2
2,1,1,3,1,2,1,0,1,1.503926447630998,-0.6749596932733019,-0.6256633433871374,1
2,4,1,1,3,4,4,3,4,1.4999284540028455,-0.672098285583374,-0.6849426837358735,1
0,0,0,2,1,3,0,2,2,1.4977963349792895,0.6930590549595069,0.7388963256499483,0
0,3,1,0,0,3,3,2,0,1.509340058376979,-0.7454969506743341,0.8489193665559059,3
1,3,1,3,4,1,4,1,1,1.5011748085391377,-0.6947007697495837,-0.20325903718832916,5
2,2,1,1,3,4,3,1,4,1.4970499528399595,-0.6849096226569935,-0.6122805174932823,1
0,1,0,2,4,2,3,1,3,1.4933035664352372,0.6936044809031416,0.8993119171048535,0
0,1,1,1,3,4,1,4,0,1.492907995571651,-0.6872928174474965,0.7397517704179271,3
2,1,0,1,0,0,4,0,4,1.4762730107027877,0.7092237721238683,-0.6168914975452521,4
1,3,0,2,3,0,3,1,1,1.4927132696141499,0.7045573611848664,-0.19468821815022025,2
2,3,0,2,2,2,0,0,1,1.4949034595458506,0.7212061827363418,-0.5918707577527703,4
1,3,0,0,0,0,4,0,2,1.4874376130457665,0.7124364494637775,-0.22058559134569714,2
0,1,1,4,3,1,3,2,4,1.4920502680102574,-0.7114902031565123,0.7805899269421624,3
1,3,0,0,4,4,4,4,3,1.4893011282513382,0.7105643775227157,-0.14172044361649885,2
1,2,0,1,2,0,1,2,3,1.4750304308595619,0.7022016536871029,-0.17604138318613613,2
1,3,1,1,0,0,0,1,1,1.4958764153793283,-0.7103005845305108,-0.1638470459440517,5
0,2,1,2,1,2,3,0,0,1.517036739210346,-0.6710663592161447,0.8097085572831993,3
2,4,0,1,2,2,3,2,0,1.4868626176183584,0.7146564711650453,-0.5242092227541624,4
2,1,0,4,4,0,2,3,2,1.4767087795957485,0.7545405533645795,-0.6086235909116389,4
1,1,1,2,0,1,0,3,4,1.4953302896879537,-0.7085025070764764,-0.17508176637409253,5
0,2,0,4,1,3,3,0,0,1.4981813206978598,0.7536293658173878,0.8345176231505385,0
1,2,1,1,0,1,0,4,3,1.4930542123675148,-0.6829994375416182,-0.07660237397976148,5
1,2,1,2,0,0,4,2,4,1.493664295681541,-0.7301579722317624,-0.22060800044830867,5
1,2,1,2,0,0,4,4,3,1.5004249448346576,-0.6941670581628606,-0.14366194762350062,5
2,0,1,1,2,1,0,2,0,1.4979755020147958,-0.696998201734946,-0.615271588272281,1
0,4,0,2,3,2,0,1,4,1.491147681325255,0.7181663525369367,0.7369523481779168,0
1,3,1,1,1,3,2,2,2,1.500630558654135,-0.7091083510940583,-0.20069654548633467,5
0,4,0,0,4,2,1,3,3,1.492964747503485,0.7254017945702249,0.8413125909721485,0
0,4,0,1,3,4,1,2,3,1.4828704472391687,0.6922932500556084,0.7790692199940924,0
2,4,1,3,3,2,2,1,3,1.5052391561603604,-0.6653175571250542,-0.6118346403772598,1
1,3,0,0,3,1,2,2,4,1.4772567319337195,0.6953243940764137,-0.23788124500277785,2
2,2,1,3,2,3,1,4,2,1.499153648702004,-0.6650827602990994,-0.6387604003679247,1
1,3,0,4,3,0,0,2,4,1.4771309750496326,0.7101898494711482,-0.27250175843174934,2
1,0,0,4,4,0,2,1,4,1.476920393177692,0.7367708395923884,-0.1986086268895307,2
2,3,0,1,2,1,2,0,4,1.4775168657059548,0.7326571244590898,-0.6123975674864104,4
1,3,0,0,3,3,4,1,4,1.4897374230969116,0.7039085078398274,-0.25756708092189673,2
0,1,1,4,1,4,1,4,0,1.4948156306145144,-0.6661019415273193,0.7780545920180185,3
1,3,1,0,0,1,0,2,2,1.4968977339025638,-0.72853442608244,-0.17077360863943808,5
1,2,0,4,1,4,1,1,1,1.4786057573250302,0.7459638605860325,-0.16285155390367226,2
0,2,1,0,1,4,1,2,1,1.5005386358103787,-0.7158995899573232,0.761665868442229,3
0,3,1,3,1,3,2,3,2,1.5078056490369918,-0.6681025066669527,0.6939512719688608,3
1,2,1,4,3,2,0,4,4,1.4930158005982341,-0.6489888919036143,-0.20581105502187366,5
0,3,0,1,1,0,0,2,0,1.4855314272971716,0.706704259895664,0.723859445567072,0
0,3,1,0,1,1,1,1,2,1.501954591258532,-0.6886357498796674,0.7389974547010928,3
0,0,1,3,0,3,1,0,0,1.5086154688755726,-0.6956648903453472,0.7530375778943035,3
1,0,1,1,3,4,1,0,3,1.5041812334867126,-0.6885111938906178,-0.2148220662114672,5
0,0,1,0,4,1,4,2,3,1.5061968527353455,-0.7256355590830457,0.799565076499696,3
1,2,0,1,0,3,3,3,0,1.48685200713432,0.7271446545490725,-0.0873750644371997,2
0,2,0,1,0,0,1,4,3,1.4740938157315606,0.7221411519300079,0.846030665953564,0
0,1,1,0,1,1,3,0,4,1.5077888069373748,-0.6991370220797999,0.793028800752374,3
1,1,1,4,3,1,3,1,4,1.4932228116297699,-0.6844835160331358,-0.16944907872411152,5
1,3,1,0,0,1,2,4,3,1.4964280954202336,-0.6973217534169472,-0.08874487380042369,5
2,4,1,4,3,3,2,0,3,1.5124108398596978,-0.6624885878530536,-0.5663565667060817,1
1,1,1,4,3,3,4,4,3,1.5017863770778332,-0.6793366213002718,-0.1637682615846114,5
2,1,1,4,3,1,0,0,2,1.4997555020937372,-0.6592984322544654,-0.6391278812802135,1
2,4,0,2,4,0,1,0,4,1.492076432027192,0.715585505756026,-0.6204823498882912,4
2,1,0,2,2,3,0,0,0,1.4981578817207575,0.7134719607671015,-0.6011540596544316,4
2,0,0,0,3,4,1,3,1,1.4877974879649536,0.7313832149421977,-0.6592255838420665,4
1,1,1,3,0,4,1,2,2,1.4877793291615449,-0.7316320174409784,-0.21342902756713153,5
0,0,0,2,4,0,0,1,0,1.4947144635940557,0.7144050512534144,0.7458719899346755,0
1,1,0,1,3,3,0,1,0,1.486901558636955,0.7155042390898794,-0.2016930844573683,2
1,0,0,4,4,4,4,4,3,1.4845147458364845,0.7394080659995731,-0.12888905694891997,2
2,2,1,1,4,3,4,0,3,1.5112717815928902,-0.6864321532565603,-0.5467244656131106,1
2,3,1,3,2,2,3,1,3,1.506679973656756,-0.6858503731403202,-0.5600424784002799,1
